% Purple: An Open Source Numerical Optimization C++ Library.
% Evolutionary Algorithm Optimization History.
% 1 - Generation.
% 2 - Standard Deviation of Evaluation.
% 3 - Best Evaluation Ever.
0 91.766 20.0078 49.6966
1 81.9113 22.852 33.5564
2 66.4693 21.1876 21.8803
3 66.3853 15.8319 21.8803
4 61.6546 17.0263 21.8803
5 56.9039 17.2397 9.27013
6 54.7642 16.6158 9.27013
7 50.393 17.9874 9.27013
8 45.6311 16.6144 9.27013
9 40.1131 13.8281 9.27013
10 42.2847 16.8882 9.27013
11 45.2043 17.338 6.71142
12 43.3054 14.1063 6.71142
13 43.1536 14.1058 6.71142
14 43.9219 12.6673 6.71142
15 42.0255 11.6496 6.71142
16 41.8867 12.5347 6.71142
17 37.4295 12.7662 6.71142
18 34.145 11.6885 6.71142
19 29.9895 8.55945 6.71142
20 27.7288 6.96653 6.71142
21 25.9501 7.64238 6.71142
22 22.2735 6.28528 6.71142
23 21.6117 5.41477 6.71142
24 19.4861 5.02687 6.71142
25 18.6234 4.6809 6.71142
26 18.6508 5.70074 6.71142
27 15.7999 4.13022 6.71142
28 14.7815 4.14486 5.49712
29 13.8314 4.08652 5.49712
30 12.2963 3.40626 5.41131
31 11.7691 3.6656 5.41131
32 10.7955 3.46347 4.64398
33 9.84016 2.63426 4.64398
34 9.2789 2.45496 2.95311
35 9.35858 2.58878 2.95311
36 9.60149 3.35624 2.95311
37 8.46337 2.29719 2.95311
38 7.91443 2.79195 2.65642
39 7.52376 2.04903 2.65642
40 7.23313 2.41926 2.35767
41 6.44116 2.33405 2.33785
42 5.94483 2.68404 2.33785
43 4.80768 1.62118 2.14081
44 4.73147 1.61968 2.14081
45 4.43551 1.5312 2.14081
46 4.36692 1.8641 2.14081
47 4.15331 1.70197 2.14081
48 4.6557 1.72237 2.14081
49 4.74765 1.96292 2.14081
50 4.66469 2.28668 2.14081
51 4.87693 1.85472 2.14081
52 4.26494 1.19114 2.14081
53 4.70148 1.72165 2.14081
54 4.59946 1.72007 2.14081
55 4.38394 1.33625 2.14081
56 4.24496 1.554 2.14081
57 3.88573 1.08452 2.14081
58 3.59056 1.16991 2.11863
59 3.76574 1.62423 2.11138
60 3.84906 1.71217 2.11138
61 3.49097 1.2515 2.11138
62 3.70044 1.22393 2.11138
63 4.04136 1.73342 2.11138
64 4.07668 1.88131 2.11138
65 4.11074 1.4239 2.11138
66 3.97779 1.53715 2.04812
67 3.76205 1.35763 2.04812
68 3.74525 1.2146 2.04812
69 3.67242 1.25525 2.04812
70 3.68411 1.45911 2.04812
71 3.39847 1.05445 2.04812
72 3.50699 1.1868 2.04812
73 3.09419 0.93582 2.00491
74 3.07072 0.9545 2.00491
75 3.82748 1.44954 2.00491
76 3.724 1.51974 2.00491
77 4.08614 1.62292 2.00491
78 3.91904 1.37873 2.00087
79 3.70824 1.25861 2.00087
80 4.02095 1.98596 2.00087
81 3.50896 1.27152 2.00087
82 3.69755 1.50506 2.00087
83 3.50793 1.12108 2.00087
84 3.66897 1.40051 2.00087
85 3.49209 1.25917 2.00087
86 3.89117 1.8539 2.00087
87 3.67767 1.72364 2.00087
88 4.27062 2.36697 2.00087
89 3.8499 2.05754 2.00087
90 3.64078 1.16368 2.00087
91 3.64616 1.08263 2.00087
92 4.00531 1.37821 2.00087
93 4.11607 1.54375 2.00087
94 3.65126 1.40703 2.00087
95 4.31249 1.65814 2.00087
96 4.41627 1.81276 2.00087
97 3.75384 1.57274 2.00087
98 3.63896 1.23732 2.00087
99 3.32919 1.04333 2.00087
100 3.50812 1.1251 2.00087
101 3.54397 1.41691 2.00087
102 3.75727 1.17683 2.00087
103 3.97126 1.40817 2.00087
104 3.76187 1.2757 2.00087
105 3.96362 1.45092 2.00087
106 3.71649 1.29306 2.00087
107 3.70956 1.06188 2.00087
108 3.85953 1.5124 2.00087
109 3.84478 1.43921 2.00087
110 3.77722 1.03249 2.00087
111 3.83757 1.34888 2.00087
112 4.13164 1.62561 2.00087
113 3.6517 1.13373 2.00087
114 3.59059 1.35016 2.00087
115 3.32528 1.35073 2.00087
116 3.70271 1.55668 2.00087
117 3.78596 1.57172 2.00087
118 4.15338 1.56338 2.00087
119 4.07796 1.63908 2.00087
120 4.25514 1.36536 2.00087
121 4.06324 1.49306 2.00087
122 3.93684 1.18834 2.00087
123 4.20033 1.59586 2.00087
124 3.93206 1.68493 2.00087
125 3.95167 1.85949 2.00087
126 3.6727 1.30078 2.00087
127 4.04941 1.66569 2.00087
128 3.54325 1.34394 2.00087
129 3.71792 1.34803 2.00087
130 4.07766 1.8477 2.00087
131 4.25516 1.60208 2.00087
132 4.31123 1.62956 2.00087
133 4.13443 1.39957 2.00087
134 4.24478 1.35944 2.00087
135 4.01779 1.26819 2.00087
136 4.41714 1.54958 2.00087
137 4.26354 1.79865 2.00087
138 3.91633 1.25488 2.00087
139 3.90394 1.54691 2.00087
140 3.76355 1.45951 2.00087
141 3.14617 0.986551 2.00087
142 3.42972 1.12166 2.00087
143 3.97221 1.82571 2.00087
144 4.16405 1.79953 2.00087
145 4.20958 2.03993 2.00087
146 4.31072 2.04983 2.00087
147 3.99982 1.43404 2.00087
148 4.14133 1.93231 2.00087
149 4.3367 2.62508 2.00087
150 4.4877 1.89328 2.00087
151 4.42094 1.75508 2.00087
152 3.95116 1.41402 2.00087
